1	Dec  7, 2024 20:13:09.778406000 -03	192.168.1.95	5.161.76.19	62465,33435			0.000000000
2	Dec  7, 2024 20:13:09.779664000 -03	192.168.1.1,192.168.1.95	192.168.1.95,5.161.76.19	62465,33435	11		0.001258000
3	Dec  7, 2024 20:13:10.029460000 -03	192.168.1.95	5.161.76.19	62465,33435			0.249796000
4	Dec  7, 2024 20:13:10.034918000 -03	190.20.192.1,192.168.1.95	192.168.1.95,5.161.76.19	62465,33435	11		0.005458000
5	Dec  7, 2024 20:13:10.279636000 -03	192.168.1.95	5.161.76.19	62465,33436			0.244718000
6	Dec  7, 2024 20:13:10.290550000 -03	190.20.192.1,192.168.1.95	192.168.1.95,5.161.76.19	62465,33436	11		0.010914000
7	Dec  7, 2024 20:13:10.530347000 -03	192.168.1.95	5.161.76.19	62465,33437			0.239797000
8	Dec  7, 2024 20:13:10.537351000 -03	190.20.192.1,192.168.1.95	192.168.1.95,5.161.76.19	62465,33437	11		0.007004000
9	Dec  7, 2024 20:13:10.781301000 -03	192.168.1.95	5.161.76.19	62465,33438			0.243950000
10	Dec  7, 2024 20:13:10.785642000 -03	190.20.192.1,192.168.1.95	192.168.1.95,5.161.76.19	62465,33438	11		0.004341000
11	Dec  7, 2024 20:13:11.031373000 -03	192.168.1.95	5.161.76.19	62465,33439			0.245731000
12	Dec  7, 2024 20:13:11.036990000 -03	190.20.192.1,192.168.1.95	192.168.1.95,5.161.76.19	62465,33439	11		0.005617000
13	Dec  7, 2024 20:13:11.282127000 -03	192.168.1.95	5.161.76.19	62465,33440			0.245137000
14	Dec  7, 2024 20:13:11.289194000 -03	190.20.192.1,192.168.1.95	192.168.1.95,5.161.76.19	62465,33440	11		0.007067000
15	Dec  7, 2024 20:13:11.533481000 -03	192.168.1.95	5.161.76.19	62465,33435			0.244287000
18	Dec  7, 2024 20:13:16.537912000 -03	192.168.1.95	5.161.76.19	62465,33435			1.749371000
22	Dec  7, 2024 20:13:21.542183000 -03	192.168.1.95	5.161.76.19	62465,33436			2.509892000
23	Dec  7, 2024 20:13:26.546546000 -03	192.168.1.95	5.161.76.19	62465,33436			5.004363000
24	Dec  7, 2024 20:13:26.552842000 -03	10.50.3.21,192.168.1.95	192.168.1.95,5.161.76.19	62465,33436	11		0.006296000
25	Dec  7, 2024 20:13:26.796578000 -03	192.168.1.95	5.161.76.19	62465,33437			0.243736000
26	Dec  7, 2024 20:13:31.800938000 -03	192.168.1.95	5.161.76.19	62465,33437			5.004360000
27	Dec  7, 2024 20:13:31.805705000 -03	10.50.3.21,192.168.1.95	192.168.1.95,5.161.76.19	62465,33437	11		0.004767000
28	Dec  7, 2024 20:13:32.051483000 -03	192.168.1.95	5.161.76.19	62465,33438			0.245778000
29	Dec  7, 2024 20:13:32.063694000 -03	10.50.3.9,192.168.1.95	192.168.1.95,5.161.76.19	62465,33438	11		0.012211000
30	Dec  7, 2024 20:13:32.302002000 -03	192.168.1.95	5.161.76.19	62465,33439			0.238308000
31	Dec  7, 2024 20:13:32.311098000 -03	10.50.3.9,192.168.1.95	192.168.1.95,5.161.76.19	62465,33439	11		0.009096000
32	Dec  7, 2024 20:13:32.552682000 -03	192.168.1.95	5.161.76.19	62465,33440			0.241584000
36	Dec  7, 2024 20:13:37.557032000 -03	192.168.1.95	5.161.76.19	62465,33440			0.737682000
37	Dec  7, 2024 20:13:37.560843000 -03	10.50.3.21,192.168.1.95	192.168.1.95,5.161.76.19	62465,33440	11		0.003811000
38	Dec  7, 2024 20:13:37.807970000 -03	192.168.1.95	5.161.76.19	62465,33441			0.247127000
39	Dec  7, 2024 20:13:37.815255000 -03	10.50.3.21,192.168.1.95	192.168.1.95,5.161.76.19	62465,33441	11		0.007285000
40	Dec  7, 2024 20:13:38.059033000 -03	192.168.1.95	5.161.76.19	62465,33442			0.243778000
41	Dec  7, 2024 20:13:43.063365000 -03	192.168.1.95	5.161.76.19	62465,33442			5.004332000
42	Dec  7, 2024 20:13:48.067710000 -03	192.168.1.95	5.161.76.19	62465,33443			5.004345000
43	Dec  7, 2024 20:13:48.075302000 -03	10.50.3.21,192.168.1.95	192.168.1.95,5.161.76.19	62465,33443	11		0.007592000
44	Dec  7, 2024 20:13:48.318027000 -03	192.168.1.95	5.161.76.19	62465,33444			0.242725000
45	Dec  7, 2024 20:13:48.322554000 -03	10.50.3.9,192.168.1.95	192.168.1.95,5.161.76.19	62465,33444	11		0.004527000
46	Dec  7, 2024 20:13:48.568261000 -03	192.168.1.95	5.161.76.19	62465,33445			0.245707000
47	Dec  7, 2024 20:13:48.585412000 -03	10.50.3.21,192.168.1.95	192.168.1.95,5.161.76.19	62465,33445	11		0.017151000
48	Dec  7, 2024 20:13:48.819296000 -03	192.168.1.95	5.161.76.19	62465,33446			0.233884000
49	Dec  7, 2024 20:13:48.826268000 -03	10.50.3.21,192.168.1.95	192.168.1.95,5.161.76.19	62465,33446	11		0.006972000
51	Dec  7, 2024 20:13:49.070125000 -03	192.168.1.95	5.161.76.19	62465,33447			0.037954000
54	Dec  7, 2024 20:13:54.074330000 -03	192.168.1.95	5.161.76.19	62465,33447			0.995583000
55	Dec  7, 2024 20:13:54.078141000 -03	10.50.3.9,192.168.1.95	192.168.1.95,5.161.76.19	62465,33447	11		0.003811000
56	Dec  7, 2024 20:13:54.324899000 -03	192.168.1.95	5.161.76.19	62465,33435			0.246758000
57	Dec  7, 2024 20:13:54.330549000 -03	10.50.3.22,192.168.1.95	192.168.1.95,5.161.76.19	62465,33435	11		0.005650000
58	Dec  7, 2024 20:13:54.575283000 -03	192.168.1.95	5.161.76.19	62465,33436			0.244734000
59	Dec  7, 2024 20:13:54.581046000 -03	10.50.3.22,192.168.1.95	192.168.1.95,5.161.76.19	62465,33436	11		0.005763000
60	Dec  7, 2024 20:13:54.825725000 -03	192.168.1.95	5.161.76.19	62465,33437			0.244679000
61	Dec  7, 2024 20:13:59.829869000 -03	192.168.1.95	5.161.76.19	62465,33437			5.004144000
63	Dec  7, 2024 20:14:04.834361000 -03	192.168.1.95	5.161.76.19	62465,33438			1.002318000
