1	Dec  7, 2024 20:42:04.665384000 -03	192.168.1.95	130.104.228.159	62667,33435			0.000000000
2	Dec  7, 2024 20:42:04.666467000 -03	192.168.1.1,192.168.1.95	192.168.1.95,130.104.228.159	62667,33435	11		0.001083000
3	Dec  7, 2024 20:42:04.715989000 -03	192.168.1.95	130.104.228.159	62667,33435			0.049522000
4	Dec  7, 2024 20:42:04.721392000 -03	190.20.192.1,192.168.1.95	192.168.1.95,130.104.228.159	62667,33435	11		0.005403000
5	Dec  7, 2024 20:42:04.765342000 -03	192.168.1.95	130.104.228.159	62667,33435			0.043950000
9	Dec  7, 2024 20:42:09.769469000 -03	192.168.1.95	130.104.228.159	62667,33435			0.097000000
10	Dec  7, 2024 20:42:14.769680000 -03	192.168.1.95	130.104.228.159	62667,33435			5.000211000
11	Dec  7, 2024 20:42:14.772822000 -03	10.50.3.22,192.168.1.95	192.168.1.95,130.104.228.159	62667,33435	11		0.003142000
12	Dec  7, 2024 20:42:14.820532000 -03	192.168.1.95	130.104.228.159	62667,33435			0.047710000
15	Dec  7, 2024 20:42:19.822589000 -03	192.168.1.95	130.104.228.159	62667,33435			0.046437000
16	Dec  7, 2024 20:42:19.830783000 -03	5.53.0.144,192.168.1.95	192.168.1.95,130.104.228.159	62667,33435	11		0.008194000
17	Dec  7, 2024 20:42:19.872596000 -03	192.168.1.95	130.104.228.159	62667,33435			0.041813000
19	Dec  7, 2024 20:42:24.876984000 -03	192.168.1.95	130.104.228.159	62667,33435			3.851776000
20	Dec  7, 2024 20:42:29.881228000 -03	192.168.1.95	130.104.228.159	62667,33435			5.004244000
21	Dec  7, 2024 20:42:34.885585000 -03	192.168.1.95	130.104.228.159	62667,33435			5.004357000
25	Dec  7, 2024 20:42:39.889776000 -03	192.168.1.95	130.104.228.159	62667,33435			0.955229000
26	Dec  7, 2024 20:42:40.113774000 -03	171.75.8.23,192.168.1.95	192.168.1.95,130.104.228.159	62667,33435	11		0.223998000
27	Dec  7, 2024 20:42:40.113943000 -03	192.168.1.95	130.104.228.159	62667,33435			0.000169000
28	Dec  7, 2024 20:42:40.332908000 -03	212.133.24.90,192.168.1.95	192.168.1.95,130.104.228.159	62667,33435	11		0.218965000
29	Dec  7, 2024 20:42:40.333103000 -03	192.168.1.95	130.104.228.159	62667,33435			0.000195000
32	Dec  7, 2024 20:42:45.334997000 -03	192.168.1.95	130.104.228.159	62667,33435			0.219341000
35	Dec  7, 2024 20:42:50.335632000 -03	192.168.1.95	130.104.228.159	62667,33435			2.690235000
38	Dec  7, 2024 20:42:50.550076000 -03	193.191.3.86,192.168.1.95	192.168.1.95,130.104.228.159	62667,33435	11		0.130668000
39	Dec  7, 2024 20:42:50.550233000 -03	192.168.1.95	130.104.228.159	62667,33435			0.000157000
41	Dec  7, 2024 20:42:55.554905000 -03	192.168.1.95	130.104.228.159	62667,33435			3.989207000
42	Dec  7, 2024 20:43:00.556424000 -03	192.168.1.95	130.104.228.159	62667,33435			5.001519000
43	Dec  7, 2024 20:43:05.560918000 -03	192.168.1.95	130.104.228.159	62667,33435			5.004494000
45	Dec  7, 2024 20:43:10.565262000 -03	192.168.1.95	130.104.228.159	62667,33435			4.386621000
46	Dec  7, 2024 20:43:15.565357000 -03	192.168.1.95	130.104.228.159	62667,33435			5.000095000
47	Dec  7, 2024 20:43:20.569712000 -03	192.168.1.95	130.104.228.159	62667,33435			5.004355000
49	Dec  7, 2024 20:43:25.574062000 -03	192.168.1.95	130.104.228.159	62667,33435			3.875469000
50	Dec  7, 2024 20:43:30.579016000 -03	192.168.1.95	130.104.228.159	62667,33435			5.004954000
