1	Dec  7, 2024 20:43:30.964569000 -03	192.168.1.95	130.104.228.159		8		0.000000000
2	Dec  7, 2024 20:43:30.965044000 -03	192.168.1.1,192.168.1.95	192.168.1.95,130.104.228.159		11,8		0.000475000
3	Dec  7, 2024 20:43:31.014407000 -03	192.168.1.95	130.104.228.159		8		0.049363000
4	Dec  7, 2024 20:43:31.018832000 -03	190.20.192.1,192.168.1.95	192.168.1.95,130.104.228.159		11,8		0.004425000
5	Dec  7, 2024 20:43:31.064666000 -03	192.168.1.95	130.104.228.159		8		0.045834000
6	Dec  7, 2024 20:43:31.067654000 -03	10.50.3.21,192.168.1.95	192.168.1.95,130.104.228.159		11,8		0.002988000
7	Dec  7, 2024 20:43:31.114304000 -03	192.168.1.95	130.104.228.159		8		0.046650000
8	Dec  7, 2024 20:43:31.120797000 -03	10.50.3.22,192.168.1.95	192.168.1.95,130.104.228.159		11,8		0.006493000
9	Dec  7, 2024 20:43:31.165039000 -03	192.168.1.95	130.104.228.159		8		0.044242000
12	Dec  7, 2024 20:43:36.170304000 -03	192.168.1.95	130.104.228.159		8		0.374205000
13	Dec  7, 2024 20:43:36.179723000 -03	5.53.0.144,192.168.1.95	192.168.1.95,130.104.228.159		11,8		0.009419000
14	Dec  7, 2024 20:43:36.220735000 -03	192.168.1.95	130.104.228.159		8		0.041012000
16	Dec  7, 2024 20:43:41.224920000 -03	192.168.1.95	130.104.228.159		8		4.966311000
17	Dec  7, 2024 20:43:46.229138000 -03	192.168.1.95	130.104.228.159		8		5.004218000
20	Dec  7, 2024 20:43:51.234027000 -03	192.168.1.95	130.104.228.159		8		0.720960000
22	Dec  7, 2024 20:43:56.235532000 -03	192.168.1.95	130.104.228.159		8		4.430236000
23	Dec  7, 2024 20:43:56.453438000 -03	171.75.8.23,192.168.1.95	192.168.1.95,130.104.228.159		11,8		0.217906000
24	Dec  7, 2024 20:43:56.453576000 -03	192.168.1.95	130.104.228.159		8		0.000138000
25	Dec  7, 2024 20:43:56.677721000 -03	212.133.24.90,192.168.1.95	192.168.1.95,130.104.228.159		11,8		0.224145000
26	Dec  7, 2024 20:43:56.677894000 -03	192.168.1.95	130.104.228.159		8		0.000173000
29	Dec  7, 2024 20:44:01.682296000 -03	192.168.1.95	130.104.228.159		8		0.226019000
31	Dec  7, 2024 20:44:06.686691000 -03	192.168.1.95	130.104.228.159		8		0.374597000
34	Dec  7, 2024 20:44:06.900622000 -03	193.191.3.86,192.168.1.95	192.168.1.95,130.104.228.159		11,8		0.108027000
35	Dec  7, 2024 20:44:06.900764000 -03	192.168.1.95	130.104.228.159		8		0.000142000
36	Dec  7, 2024 20:44:11.901323000 -03	192.168.1.95	130.104.228.159		8		5.000559000
37	Dec  7, 2024 20:44:16.905687000 -03	192.168.1.95	130.104.228.159		8		5.004364000
39	Dec  7, 2024 20:44:21.909433000 -03	192.168.1.95	130.104.228.159		8		0.104226000
42	Dec  7, 2024 20:44:26.913593000 -03	192.168.1.95	130.104.228.159		8		0.844432000
43	Dec  7, 2024 20:44:31.915857000 -03	192.168.1.95	130.104.228.159		8		5.002264000
46	Dec  7, 2024 20:44:36.920257000 -03	192.168.1.95	130.104.228.159		8		0.341492000
47	Dec  7, 2024 20:44:41.924629000 -03	192.168.1.95	130.104.228.159		8		5.004372000
