3	Dec  7, 2024 20:24:57.892964000 -03	192.168.1.95	80.77.4.60			0x0010	0.023219000
4	Dec  7, 2024 20:24:57.893671000 -03	192.168.1.1,192.168.1.95	192.168.1.95,80.77.4.60		11	0x0010	0.000707000
5	Dec  7, 2024 20:24:57.943023000 -03	192.168.1.95	80.77.4.60			0x0010	0.049352000
7	Dec  7, 2024 20:24:57.993768000 -03	192.168.1.95	80.77.4.60			0x0010	0.040414000
9	Dec  7, 2024 20:24:58.043016000 -03	192.168.1.95	80.77.4.60			0x0010	0.045281000
11	Dec  7, 2024 20:24:58.093741000 -03	192.168.1.95	80.77.4.60			0x0010	0.045683000
14	Dec  7, 2024 20:25:03.093801000 -03	192.168.1.95	80.77.4.60			0x0010	0.192463000
16	Dec  7, 2024 20:25:08.094024000 -03	192.168.1.95	80.77.4.60			0x0010	3.194866000
26	Dec  7, 2024 20:25:13.017152000 -03	95.216.195.133	192.168.1.95			0x0012	0.245419000
27	Dec  7, 2024 20:25:13.017232000 -03	192.168.1.95	95.216.195.133			0x0010	0.000080000
28	Dec  7, 2024 20:25:13.017404000 -03	192.168.1.95	95.216.195.133			0x0018	0.000172000
29	Dec  7, 2024 20:25:13.094970000 -03	192.168.1.95	80.77.4.60			0x0010	0.077566000
30	Dec  7, 2024 20:25:13.262368000 -03	95.216.195.133	192.168.1.95			0x0010	0.167398000
31	Dec  7, 2024 20:25:13.262369000 -03	95.216.195.133	192.168.1.95			0x0018	0.000001000
32	Dec  7, 2024 20:25:13.262369000 -03	95.216.195.133	192.168.1.95			0x0011	0.000000000
33	Dec  7, 2024 20:25:13.262480000 -03	192.168.1.95	95.216.195.133			0x0010	0.000111000
34	Dec  7, 2024 20:25:13.262675000 -03	192.168.1.95	95.216.195.133			0x0011	0.000195000
35	Dec  7, 2024 20:25:13.510994000 -03	95.216.195.133	192.168.1.95			0x0010	0.248319000
36	Dec  7, 2024 20:25:18.095988000 -03	192.168.1.95	80.77.4.60			0x0010	4.584994000
38	Dec  7, 2024 20:25:23.096411000 -03	192.168.1.95	80.77.4.60			0x0010	3.184445000
39	Dec  7, 2024 20:25:28.096892000 -03	192.168.1.95	80.77.4.60			0x0010	5.000481000
40	Dec  7, 2024 20:25:33.097095000 -03	192.168.1.95	80.77.4.60			0x0010	5.000203000
43	Dec  7, 2024 20:25:38.098136000 -03	192.168.1.95	80.77.4.60			0x0010	3.412356000
44	Dec  7, 2024 20:25:38.230289000 -03	62.115.119.230,192.168.1.95	192.168.1.95,80.77.4.60		11	0x0010	0.132153000
45	Dec  7, 2024 20:25:38.230467000 -03	192.168.1.95	80.77.4.60			0x0010	0.000178000
46	Dec  7, 2024 20:25:43.230697000 -03	192.168.1.95	80.77.4.60			0x0010	5.000230000
49	Dec  7, 2024 20:25:48.231643000 -03	192.168.1.95	80.77.4.60			0x0010	4.999214000
50	Dec  7, 2024 20:25:48.378942000 -03	62.115.112.69,192.168.1.95	192.168.1.95,80.77.4.60		11	0x0010	0.147299000
51	Dec  7, 2024 20:25:48.379057000 -03	192.168.1.95	80.77.4.60			0x0010	0.000115000
53	Dec  7, 2024 20:25:48.517251000 -03	192.168.1.95	80.77.4.60			0x0010	0.000259000
54	Dec  7, 2024 20:25:48.847509000 -03	85.95.27.25,192.168.1.95	192.168.1.95,80.77.4.60		11	0x0010	0.330258000
55	Dec  7, 2024 20:25:48.847623000 -03	192.168.1.95	80.77.4.60			0x0010	0.000114000
56	Dec  7, 2024 20:25:49.174976000 -03	62.216.128.214,192.168.1.95	192.168.1.95,80.77.4.60		11	0x0010	0.327353000
57	Dec  7, 2024 20:25:49.175122000 -03	192.168.1.95	80.77.4.60			0x0010	0.000146000
59	Dec  7, 2024 20:25:49.395080000 -03	62.216.131.154,192.168.1.95	192.168.1.95,80.77.4.60		11	0x0010	0.106208000
60	Dec  7, 2024 20:25:49.395226000 -03	192.168.1.95	80.77.4.60			0x0010	0.000146000
63	Dec  7, 2024 20:25:49.714395000 -03	192.168.1.95	80.77.4.60			0x0010	0.000149000
64	Dec  7, 2024 20:25:54.715067000 -03	192.168.1.95	80.77.4.60			0x0010	5.000672000
65	Dec  7, 2024 20:25:59.715624000 -03	192.168.1.95	80.77.4.60			0x0010	5.000557000
68	Dec  7, 2024 20:26:04.716133000 -03	192.168.1.95	80.77.4.60			0x0010	3.184323000
70	Dec  7, 2024 20:26:09.716640000 -03	192.168.1.95	80.77.4.60			0x0010	4.497967000
71	Dec  7, 2024 20:26:14.717500000 -03	192.168.1.95	80.77.4.60			0x0010	5.000860000
72	Dec  7, 2024 20:26:19.718727000 -03	192.168.1.95	80.77.4.60			0x0010	5.001227000
76	Dec  7, 2024 20:26:24.719022000 -03	192.168.1.95	80.77.4.60			0x0010	1.154550000
77	Dec  7, 2024 20:26:29.719610000 -03	192.168.1.95	80.77.4.60			0x0010	5.000588000
78	Dec  7, 2024 20:26:34.720964000 -03	192.168.1.95	80.77.4.60			0x0010	5.001354000
