1	Dec  7, 2024 19:53:58.384350000 -03	192.168.1.95	185.131.204.20	62134,33435			0.000000000
2	Dec  7, 2024 19:53:58.385312000 -03	192.168.1.1,192.168.1.95	192.168.1.95,185.131.204.20	62134,33435	11		0.000962000
3	Dec  7, 2024 19:53:58.434897000 -03	192.168.1.95	185.131.204.20	62134,33435			0.049585000
4	Dec  7, 2024 19:53:58.438682000 -03	190.20.192.1,192.168.1.95	192.168.1.95,185.131.204.20	62134,33435	11		0.003785000
5	Dec  7, 2024 19:53:58.484541000 -03	192.168.1.95	185.131.204.20	62134,33435			0.045859000
6	Dec  7, 2024 19:53:58.489589000 -03	10.50.3.9,192.168.1.95	192.168.1.95,185.131.204.20	62134,33435	11		0.005048000
7	Dec  7, 2024 19:53:58.534261000 -03	192.168.1.95	185.131.204.20	62134,33435			0.044672000
8	Dec  7, 2024 19:53:58.537158000 -03	10.50.3.22,192.168.1.95	192.168.1.95,185.131.204.20	62134,33435	11		0.002897000
9	Dec  7, 2024 19:53:58.584960000 -03	192.168.1.95	185.131.204.20	62134,33435			0.047802000
15	Dec  7, 2024 19:54:03.588505000 -03	192.168.1.95	185.131.204.20	62134,33435			0.102454000
16	Dec  7, 2024 19:54:03.593422000 -03	5.53.0.144,192.168.1.95	192.168.1.95,185.131.204.20	62134,33435	11		0.004917000
17	Dec  7, 2024 19:54:03.639041000 -03	192.168.1.95	185.131.204.20	62134,33435			0.045619000
18	Dec  7, 2024 19:54:08.640050000 -03	192.168.1.95	185.131.204.20	62134,33435			5.001009000
19	Dec  7, 2024 19:54:13.644255000 -03	192.168.1.95	185.131.204.20	62134,33435			5.004205000
21	Dec  7, 2024 19:54:18.648051000 -03	192.168.1.95	185.131.204.20	62134,33435			1.189065000
22	Dec  7, 2024 19:54:23.652199000 -03	192.168.1.95	185.131.204.20	62134,33435			5.004148000
23	Dec  7, 2024 19:54:23.784115000 -03	213.46.186.17,192.168.1.95	192.168.1.95,185.131.204.20	62134,33435	11		0.131916000
24	Dec  7, 2024 19:54:23.784276000 -03	192.168.1.95	185.131.204.20	62134,33435			0.000161000
25	Dec  7, 2024 19:54:28.788621000 -03	192.168.1.95	185.131.204.20	62134,33435			5.004345000
27	Dec  7, 2024 19:54:33.793246000 -03	192.168.1.95	185.131.204.20	62134,33435			2.077518000
28	Dec  7, 2024 19:54:38.797391000 -03	192.168.1.95	185.131.204.20	62134,33435			5.004145000
29	Dec  7, 2024 19:54:43.801718000 -03	192.168.1.95	185.131.204.20	62134,33435			5.004327000
32	Dec  7, 2024 19:54:44.024741000 -03	84.116.132.177,192.168.1.95	192.168.1.95,185.131.204.20	62134,33435	11		0.218377000
33	Dec  7, 2024 19:54:44.024901000 -03	192.168.1.95	185.131.204.20	62134,33435			0.000160000
36	Dec  7, 2024 19:54:49.029361000 -03	192.168.1.95	185.131.204.20	62134,33435			1.383863000
37	Dec  7, 2024 19:54:54.032190000 -03	192.168.1.95	185.131.204.20	62134,33435			5.002829000
38	Dec  7, 2024 19:54:54.258516000 -03	212.161.150.165,192.168.1.95	192.168.1.95,185.131.204.20	62134,33435	11		0.226326000
39	Dec  7, 2024 19:54:54.258575000 -03	192.168.1.95	185.131.204.20	62134,33435			0.000059000
40	Dec  7, 2024 19:54:59.260265000 -03	192.168.1.95	185.131.204.20	62134,33435			5.001690000
