1	Dec  7, 2024 20:44:47.384761000 -03	192.168.1.95	130.104.228.159	62691,33435			0.000000000
2	Dec  7, 2024 20:44:47.385883000 -03	192.168.1.1,192.168.1.95	192.168.1.95,130.104.228.159	62691,33435	11		0.001122000
3	Dec  7, 2024 20:44:47.634957000 -03	192.168.1.95	130.104.228.159	62691,33435			0.249074000
4	Dec  7, 2024 20:44:47.641174000 -03	190.20.192.1,192.168.1.95	192.168.1.95,130.104.228.159	62691,33435	11		0.006217000
5	Dec  7, 2024 20:44:47.885855000 -03	192.168.1.95	130.104.228.159	62691,33436			0.244681000
6	Dec  7, 2024 20:44:47.893122000 -03	190.20.192.1,192.168.1.95	192.168.1.95,130.104.228.159	62691,33436	11		0.007267000
7	Dec  7, 2024 20:44:48.137496000 -03	192.168.1.95	130.104.228.159	62691,33437			0.244374000
8	Dec  7, 2024 20:44:48.143594000 -03	190.20.192.1,192.168.1.95	192.168.1.95,130.104.228.159	62691,33437	11		0.006098000
9	Dec  7, 2024 20:44:48.388800000 -03	192.168.1.95	130.104.228.159	62691,33438			0.245206000
10	Dec  7, 2024 20:44:48.406420000 -03	190.20.192.1,192.168.1.95	192.168.1.95,130.104.228.159	62691,33438	11		0.017620000
11	Dec  7, 2024 20:44:48.639096000 -03	192.168.1.95	130.104.228.159	62691,33439			0.232676000
12	Dec  7, 2024 20:44:48.642930000 -03	190.20.192.1,192.168.1.95	192.168.1.95,130.104.228.159	62691,33439	11		0.003834000
13	Dec  7, 2024 20:44:48.890011000 -03	192.168.1.95	130.104.228.159	62691,33440			0.247081000
14	Dec  7, 2024 20:44:48.897341000 -03	190.20.192.1,192.168.1.95	192.168.1.95,130.104.228.159	62691,33440	11		0.007330000
15	Dec  7, 2024 20:44:49.141157000 -03	192.168.1.95	130.104.228.159	62691,33435			0.243816000
16	Dec  7, 2024 20:44:49.145517000 -03	10.50.3.9,192.168.1.95	192.168.1.95,130.104.228.159	62691,33435	11		0.004360000
17	Dec  7, 2024 20:44:49.392000000 -03	192.168.1.95	130.104.228.159	62691,33436			0.246483000
18	Dec  7, 2024 20:44:49.397830000 -03	10.50.3.9,192.168.1.95	192.168.1.95,130.104.228.159	62691,33436	11		0.005830000
19	Dec  7, 2024 20:44:49.642382000 -03	192.168.1.95	130.104.228.159	62691,33437			0.244552000
23	Dec  7, 2024 20:44:54.646078000 -03	192.168.1.95	130.104.228.159	62691,33437			2.499558000
24	Dec  7, 2024 20:44:54.651751000 -03	10.50.3.21,192.168.1.95	192.168.1.95,130.104.228.159	62691,33437	11		0.005673000
25	Dec  7, 2024 20:44:54.896225000 -03	192.168.1.95	130.104.228.159	62691,33438			0.244474000
26	Dec  7, 2024 20:44:54.899647000 -03	10.50.3.9,192.168.1.95	192.168.1.95,130.104.228.159	62691,33438	11		0.003422000
27	Dec  7, 2024 20:44:55.147544000 -03	192.168.1.95	130.104.228.159	62691,33439			0.247897000
28	Dec  7, 2024 20:44:55.151372000 -03	10.50.3.21,192.168.1.95	192.168.1.95,130.104.228.159	62691,33439	11		0.003828000
29	Dec  7, 2024 20:44:55.398705000 -03	192.168.1.95	130.104.228.159	62691,33440			0.247333000
