1	Dec  7, 2024 20:22:33.217921000 -03	192.168.1.95	80.77.4.60	62517,33435			0.000000000
2	Dec  7, 2024 20:22:33.218898000 -03	192.168.1.1,192.168.1.95	192.168.1.95,80.77.4.60	62517,33435	11		0.000977000
3	Dec  7, 2024 20:22:33.267331000 -03	192.168.1.95	80.77.4.60	62517,33436			0.048433000
4	Dec  7, 2024 20:22:33.276184000 -03	190.20.192.1,192.168.1.95	192.168.1.95,80.77.4.60	62517,33436	11		0.008853000
5	Dec  7, 2024 20:22:33.317936000 -03	192.168.1.95	80.77.4.60	62517,33437			0.041752000
6	Dec  7, 2024 20:22:33.324836000 -03	10.50.3.9,192.168.1.95	192.168.1.95,80.77.4.60	62517,33437	11		0.006900000
7	Dec  7, 2024 20:22:33.367442000 -03	192.168.1.95	80.77.4.60	62517,33438			0.042606000
8	Dec  7, 2024 20:22:33.371875000 -03	10.50.3.22,192.168.1.95	192.168.1.95,80.77.4.60	62517,33438	11		0.004433000
9	Dec  7, 2024 20:22:33.417459000 -03	192.168.1.95	80.77.4.60	62517,33439			0.045584000
13	Dec  7, 2024 20:22:38.419121000 -03	192.168.1.95	80.77.4.60	62517,33440			2.298514000
14	Dec  7, 2024 20:22:43.423479000 -03	192.168.1.95	80.77.4.60	62517,33441			5.004358000
17	Dec  7, 2024 20:22:48.427615000 -03	192.168.1.95	80.77.4.60	62517,33442			4.834885000
19	Dec  7, 2024 20:22:53.432011000 -03	192.168.1.95	80.77.4.60	62517,33443			4.079749000
20	Dec  7, 2024 20:22:58.432085000 -03	192.168.1.95	80.77.4.60	62517,33444			5.000074000
21	Dec  7, 2024 20:23:03.432673000 -03	192.168.1.95	80.77.4.60	62517,33445			5.000588000
25	Dec  7, 2024 20:23:08.437039000 -03	192.168.1.95	80.77.4.60	62517,33446			1.583395000
26	Dec  7, 2024 20:23:13.441280000 -03	192.168.1.95	80.77.4.60	62517,33447			5.004241000
29	Dec  7, 2024 20:23:13.575210000 -03	62.115.119.230,192.168.1.95	192.168.1.95,80.77.4.60	62517,33447	11		0.114960000
30	Dec  7, 2024 20:23:13.575428000 -03	192.168.1.95	80.77.4.60	62517,33448			0.000218000
31	Dec  7, 2024 20:23:18.576174000 -03	192.168.1.95	80.77.4.60	62517,33449			5.000746000
35	Dec  7, 2024 20:23:23.580435000 -03	192.168.1.95	80.77.4.60	62517,33450			3.934717000
36	Dec  7, 2024 20:23:23.717832000 -03	62.115.112.71,192.168.1.95	192.168.1.95,80.77.4.60	62517,33450	11		0.137397000
37	Dec  7, 2024 20:23:23.718053000 -03	192.168.1.95	80.77.4.60	62517,33451			0.000221000
38	Dec  7, 2024 20:23:23.857175000 -03	62.115.57.79,192.168.1.95	192.168.1.95,80.77.4.60	62517,33451	11		0.139122000
39	Dec  7, 2024 20:23:23.857321000 -03	192.168.1.95	80.77.4.60	62517,33452			0.000146000
40	Dec  7, 2024 20:23:24.178799000 -03	85.95.26.166,192.168.1.95	192.168.1.95,80.77.4.60	62517,33452	11		0.321478000
41	Dec  7, 2024 20:23:24.178983000 -03	192.168.1.95	80.77.4.60	62517,33453			0.000184000
42	Dec  7, 2024 20:23:24.506732000 -03	62.216.131.30,192.168.1.95	192.168.1.95,80.77.4.60	62517,33453	11		0.327749000
43	Dec  7, 2024 20:23:24.506922000 -03	192.168.1.95	80.77.4.60	62517,33454			0.000190000
44	Dec  7, 2024 20:23:24.727902000 -03	62.216.128.210,192.168.1.95	192.168.1.95,80.77.4.60	62517,33454	11		0.220980000
45	Dec  7, 2024 20:23:24.728060000 -03	192.168.1.95	80.77.4.60	62517,33455			0.000158000
