1	Dec  7, 2024 20:23:25.645328000 -03	192.168.1.95	80.77.4.60			0x0002	0.000000000
2	Dec  7, 2024 20:23:25.645828000 -03	192.168.1.1,192.168.1.95	192.168.1.95,80.77.4.60		11	0x0002	0.000500000
3	Dec  7, 2024 20:23:25.696220000 -03	192.168.1.95	80.77.4.60			0x0002	0.050392000
4	Dec  7, 2024 20:23:25.708812000 -03	190.20.192.1,192.168.1.95	192.168.1.95,80.77.4.60		11		0.012592000
5	Dec  7, 2024 20:23:25.745425000 -03	192.168.1.95	80.77.4.60			0x0002	0.036613000
6	Dec  7, 2024 20:23:25.747627000 -03	10.50.3.21,192.168.1.95	192.168.1.95,80.77.4.60		11		0.002202000
7	Dec  7, 2024 20:23:25.795772000 -03	192.168.1.95	80.77.4.60			0x0002	0.048145000
8	Dec  7, 2024 20:23:25.798687000 -03	10.50.3.22,192.168.1.95	192.168.1.95,80.77.4.60		11		0.002915000
9	Dec  7, 2024 20:23:25.846869000 -03	192.168.1.95	80.77.4.60			0x0002	0.048182000
10	Dec  7, 2024 20:23:30.847164000 -03	192.168.1.95	80.77.4.60			0x0002	5.000295000
12	Dec  7, 2024 20:23:35.847591000 -03	192.168.1.95	80.77.4.60			0x0002	1.028081000
13	Dec  7, 2024 20:23:40.848260000 -03	192.168.1.95	80.77.4.60			0x0002	5.000669000
16	Dec  7, 2024 20:23:45.848665000 -03	192.168.1.95	80.77.4.60			0x0002	4.419824000
18	Dec  7, 2024 20:23:50.848928000 -03	192.168.1.95	80.77.4.60			0x0002	1.363387000
19	Dec  7, 2024 20:23:55.849793000 -03	192.168.1.95	80.77.4.60			0x0002	5.000865000
20	Dec  7, 2024 20:24:00.849815000 -03	192.168.1.95	80.77.4.60			0x0002	5.000022000
22	Dec  7, 2024 20:24:05.850125000 -03	192.168.1.95	80.77.4.60			0x0002	1.137893000
23	Dec  7, 2024 20:24:05.981914000 -03	62.115.119.230,192.168.1.95	192.168.1.95,80.77.4.60		11	0x0002	0.131789000
24	Dec  7, 2024 20:24:05.982063000 -03	192.168.1.95	80.77.4.60			0x0002	0.000149000
25	Dec  7, 2024 20:24:06.126980000 -03	62.115.139.34,192.168.1.95	192.168.1.95,80.77.4.60		11	0x0002	0.144917000
26	Dec  7, 2024 20:24:06.127128000 -03	192.168.1.95	80.77.4.60			0x0002	0.000148000
27	Dec  7, 2024 20:24:06.272649000 -03	62.115.112.69,192.168.1.95	192.168.1.95,80.77.4.60		11	0x0002	0.145521000
28	Dec  7, 2024 20:24:06.272795000 -03	192.168.1.95	80.77.4.60			0x0002	0.000146000
29	Dec  7, 2024 20:24:06.412847000 -03	62.115.57.79,192.168.1.95	192.168.1.95,80.77.4.60		11		0.140052000
30	Dec  7, 2024 20:24:06.412984000 -03	192.168.1.95	80.77.4.60			0x0002	0.000137000
31	Dec  7, 2024 20:24:06.742075000 -03	85.95.27.25,192.168.1.95	192.168.1.95,80.77.4.60		11	0x0002	0.329091000
32	Dec  7, 2024 20:24:06.742222000 -03	192.168.1.95	80.77.4.60			0x0002	0.000147000
33	Dec  7, 2024 20:24:07.065027000 -03	62.216.131.30,192.168.1.95	192.168.1.95,80.77.4.60		11	0x0002	0.322805000
34	Dec  7, 2024 20:24:07.065168000 -03	192.168.1.95	80.77.4.60			0x0002	0.000141000
35	Dec  7, 2024 20:24:07.285686000 -03	62.216.128.210,192.168.1.95	192.168.1.95,80.77.4.60		11	0x0002	0.220518000
36	Dec  7, 2024 20:24:07.285818000 -03	192.168.1.95	80.77.4.60			0x0002	0.000132000
37	Dec  7, 2024 20:24:07.608050000 -03	85.95.25.93,192.168.1.95	192.168.1.95,80.77.4.60		11		0.322232000
38	Dec  7, 2024 20:24:07.608163000 -03	192.168.1.95	80.77.4.60			0x0002	0.000113000
41	Dec  7, 2024 20:24:12.608920000 -03	192.168.1.95	80.77.4.60			0x0002	1.618034000
42	Dec  7, 2024 20:24:17.609192000 -03	192.168.1.95	80.77.4.60			0x0002	5.000272000
45	Dec  7, 2024 20:24:22.610031000 -03	192.168.1.95	80.77.4.60			0x0002	2.431140000
46	Dec  7, 2024 20:24:27.610317000 -03	192.168.1.95	80.77.4.60			0x0002	5.000286000
47	Dec  7, 2024 20:24:32.612003000 -03	192.168.1.95	80.77.4.60			0x0002	5.001686000
50	Dec  7, 2024 20:24:37.612205000 -03	192.168.1.95	80.77.4.60			0x0002	3.086869000
51	Dec  7, 2024 20:24:42.612926000 -03	192.168.1.95	80.77.4.60			0x0002	5.000721000
54	Dec  7, 2024 20:24:47.614124000 -03	192.168.1.95	80.77.4.60			0x0002	2.259679000
58	Dec  7, 2024 20:24:52.614335000 -03	192.168.1.95	80.77.4.60			0x0002	1.111619000
